sample_id,escenario,vehicle_type,is_autonomous,gnss_speed_kmh,gnss_ramp_grade,lidar_obstacle_dist_m,lidar_visibility_index,op_perclos_score,turno_horas_acumuladas,op_steering_jerk_stddev,op_harsh_braking_count,ttc_raw_sec,effective_ttc_sec,collision_risk_label
DSTM-00211,D,KOMATSU_930E_AHS,1,18.59,10.74,105.42,0.374,0.063,1.2,0.15,0,18.12,17.44,0
DSTM-00212,C,CAT_797F_MANUAL,0,32.86,7.25,37.86,0.873,0.198,8.2,3.6,2,4.07,2.42,1
DSTM-00213,A,CAT_797F_MANUAL,0,30.76,4.03,17.82,0.694,0.111,1.5,4.76,2,2.03,0.37,1
DSTM-00214,D,CAMIONETA_4x4,0,39.38,9.51,144.96,0.334,0.039,7.9,1.8,0,12.53,10.72,0
DSTM-00215,D,KOMATSU_930E_AHS,1,28.34,10.31,64.54,0.223,0.041,10.9,0.15,0,8.07,7.34,0
DSTM-00216,D,CAT_797F_MANUAL,0,37.7,9.25,120.52,0.472,0.257,9.5,1.69,4,11.6,9.31,0
DSTM-00217,A,CAT_797F_MANUAL,0,29.16,10.74,23.24,0.824,0.154,8.6,3.07,1,2.88,1.02,1
DSTM-00218,A,CAT_797F_MANUAL,0,50.69,7.8,52.12,0.641,0.06,9.0,2.1,0,4.29,2.67,1
DSTM-00219,E,KOMATSU_930E_AHS,1,24.32,8.31,55.22,0.85,0.078,6.1,0.15,0,8.1,7.69,0
DSTM-00220,B,PALA_PH_4100XPC,0,2.33,2.37,17.19,0.881,0.059,3.8,6.53,1,33.17,31.81,0
DSTM-00221,B,CAT_797F_MANUAL,0,19.33,3.31,20.98,0.918,0.118,3.6,3.84,3,4.55,3.11,1
DSTM-00222,C,CAT_797F_MANUAL,0,27.97,10.33,35.11,0.968,0.351,8.3,1.02,0,4.73,2.42,1
DSTM-00223,D,KOMATSU_930E_AHS,1,15.36,11.66,60.24,0.457,0.044,17.9,0.15,0,11.64,11.03,0
DSTM-00224,E,KOMATSU_930E_AHS,1,27.43,8.08,15.5,0.91,0.02,3.0,0.15,0,1.6,1.2,1
DSTM-00225,B,CAT_797F_MANUAL,0,14.85,3.98,25.79,0.883,0.03,3.7,1.68,0,6.65,5.19,0
DSTM-00226,E,CAMIONETA_4x4,0,47.07,10.91,11.19,0.78,0.039,8.3,2.34,1,0.71,-0.97,1
DSTM-00227,A,CAT_797F_MANUAL,0,32.43,9.93,38.52,0.851,0.02,8.4,5.34,1,3.75,2.07,1
DSTM-00228,C,KOMATSU_930E_AHS,1,30.09,6.18,109.4,0.767,0.048,4.0,0.15,0,12.59,12.13,0
DSTM-00229,C,CAT_797F_MANUAL,0,31.19,13.78,25.95,0.995,0.16,10.5,1.7,3,3.16,1.25,1
DSTM-00230,A,CAMIONETA_4x4,0,47.06,10.66,199.51,0.825,0.214,5.5,2.62,3,14.69,12.62,0
DSTM-00231,A,CAT_797F_MANUAL,0,39.66,9.45,52.05,0.627,0.089,4.2,5.81,0,4.92,2.98,1
DSTM-00232,B,PALA_PH_4100XPC,0,0.0,3.4,50.35,0.792,0.123,7.9,1.34,1,95.82,94.19,0
DSTM-00233,E,KOMATSU_930E_AHS,1,27.69,5.41,18.24,0.819,0.063,16.7,0.15,0,1.72,1.28,1
DSTM-00234,C,KOMATSU_930E_AHS,1,26.42,10.74,24.68,0.928,0.081,2.6,0.15,0,3.24,2.88,1
DSTM-00235,E,KOMATSU_930E_AHS,1,26.34,9.04,13.44,0.685,0.063,18.8,0.15,0,1.93,1.46,1
DSTM-00236,D,CAMIONETA_4x4,0,29.68,13.86,61.95,0.346,0.11,9.1,2.21,5,7.2,4.99,0
DSTM-00237,C,CAMIONETA_4x4,0,42.33,11.36,13.84,0.852,0.229,8.8,4.4,6,1.44,-0.61,1
DSTM-00238,D,KOMATSU_930E_AHS,1,30.6,8.42,39.89,0.493,0.096,17.2,0.15,0,3.77,3.16,1
DSTM-00239,A,CAT_797F_MANUAL,0,44.05,11.19,92.79,0.836,0.054,8.7,6.61,2,7.65,5.97,0
DSTM-00240,A,CAT_797F_MANUAL,0,47.72,4.38,68.54,0.677,0.149,9.8,4.98,0,5.73,3.91,1
DSTM-00241,D,KOMATSU_930E_AHS,1,18.93,7.2,48.56,0.35,0.038,18.2,0.15,0,8.82,8.14,0
DSTM-00242,D,CAMIONETA_4x4,0,44.37,6.47,42.91,0.445,0.079,3.4,5.62,1,3.47,1.73,1
DSTM-00243,A,CAT_797F_MANUAL,0,37.67,9.3,43.56,0.611,0.131,3.5,1.9,0,4.55,2.59,1
DSTM-00244,C,CAT_797F_MANUAL,0,30.26,7.37,68.48,0.764,0.591,8.7,14.99,1,7.99,5.14,0
DSTM-00245,C,CAT_797F_MANUAL,0,31.37,9.98,26.43,0.781,0.209,8.7,0.56,2,3.15,1.29,1
DSTM-00246,E,CAMIONETA_4x4,0,53.57,8.61,168.64,0.916,0.02,7.1,0.36,1,11.43,9.99,0
DSTM-00247,C,CAT_797F_MANUAL,0,29.12,11.09,30.67,0.867,0.264,9.4,5.87,2,3.0,0.81,1
DSTM-00248,B,CAT_797F_MANUAL,0,15.91,5.42,82.6,0.914,0.205,6.4,4.03,4,22.36,20.77,0
DSTM-00249,B,CAT_797F_MANUAL,0,13.86,3.16,6.55,0.79,0.274,11.2,9.55,3,2.92,0.97,1
DSTM-00250,B,CAT_797F_MANUAL,0,18.01,2.9,28.54,0.916,0.148,1.4,3.5,1,6.28,4.67,0
DSTM-00251,D,CAT_797F_MANUAL,0,26.36,7.1,139.83,0.249,0.164,3.2,7.2,0,17.51,15.54,0
DSTM-00252,E,CAMIONETA_4x4,0,40.58,5.59,19.66,0.859,0.16,5.5,6.97,1,1.42,-0.24,1
DSTM-00253,C,CAT_797F_MANUAL,0,40.54,4.83,78.9,0.978,0.131,8.7,3.49,0,7.0,5.42,0
DSTM-00254,A,CAMIONETA_4x4,0,52.42,11.31,40.52,0.858,0.047,6.5,4.99,0,3.17,1.51,1
DSTM-00255,A,CAMIONETA_4x4,0,29.27,7.44,79.55,0.623,0.163,5.1,3.47,2,9.57,7.76,0
DSTM-00256,D,KOMATSU_930E_AHS,1,21.8,11.59,15.27,0.484,0.02,22.6,0.15,0,1.73,1.14,1
DSTM-00257,D,KOMATSU_930E_AHS,1,23.27,10.04,28.21,0.498,0.038,8.7,0.15,0,3.58,2.97,1
DSTM-00258,A,CAT_797F_MANUAL,0,44.39,13.36,191.25,0.588,0.116,4.4,7.28,2,16.14,13.91,0
DSTM-00259,A,CAT_797F_MANUAL,0,41.43,8.63,15.96,0.587,0.17,8.2,1.91,1,1.33,-0.65,1
DSTM-00260,C,CAT_797F_MANUAL,0,38.89,8.1,27.4,0.861,0.251,9.2,1.65,1,2.09,0.16,1
DSTM-00261,A,CAT_797F_MANUAL,0,44.16,9.37,122.6,0.846,0.028,1.7,1.47,0,9.41,7.91,0
DSTM-00262,D,KOMATSU_930E_AHS,1,35.74,11.7,84.01,0.268,0.043,15.5,0.15,0,9.11,8.4,0
DSTM-00263,B,CAT_797F_MANUAL,0,10.75,5.25,35.21,0.931,0.064,6.9,4.44,2,12.07,10.52,0
DSTM-00264,A,CAT_797F_MANUAL,0,46.6,10.76,117.89,0.832,0.029,8.1,0.5,0,9.73,8.02,0
DSTM-00265,E,KOMATSU_930E_AHS,1,24.26,12.6,86.74,0.872,0.02,23.6,0.15,0,11.91,11.51,0
DSTM-00266,A,CAT_797F_MANUAL,0,42.51,7.71,8.89,0.689,0.037,7.1,0.95,1,1.18,-0.4,1
DSTM-00267,B,CAT_797F_MANUAL,0,13.46,1.28,6.01,0.795,0.079,6.9,3.49,1,1.24,-0.25,1
DSTM-00268,A,CAT_797F_MANUAL,0,48.02,8.29,35.43,0.814,0.049,9.8,1.44,0,2.75,1.26,1
DSTM-00269,A,KOMATSU_930E_AHS,1,34.46,7.82,161.26,0.732,0.07,15.5,0.15,0,16.23,15.73,0
DSTM-00270,A,CAT_797F_MANUAL,0,39.36,7.05,105.33,0.527,0.233,4.6,6.18,0,10.56,8.64,0
DSTM-00271,A,CAMIONETA_4x4,0,46.03,9.67,11.56,0.786,0.187,9.4,3.79,2,0.72,-1.13,1
DSTM-00272,A,CAT_797F_MANUAL,0,50.61,10.18,47.42,0.772,0.055,3.1,1.89,4,3.29,1.67,1
DSTM-00273,A,KOMATSU_930E_AHS,1,31.76,9.73,157.91,0.751,0.055,12.3,0.15,0,18.7,18.18,0
DSTM-00274,C,CAT_797F_MANUAL,0,39.25,6.55,160.9,0.799,0.192,9.5,2.54,0,14.71,12.98,0
DSTM-00275,D,CAT_797F_MANUAL,0,35.68,9.28,137.91,0.514,0.064,3.2,1.75,2,14.99,13.17,0
DSTM-00276,B,CAT_797F_MANUAL,0,17.11,2.38,5.25,0.683,0.071,3.9,3.76,2,1.0,-0.48,1
DSTM-00277,B,CAT_797F_MANUAL,0,16.09,1.61,5.38,0.885,0.046,7.5,4.87,4,1.32,-0.08,1
DSTM-00278,C,CAT_797F_MANUAL,0,33.79,6.57,162.14,0.914,0.378,8.7,8.28,2,17.64,15.39,0
DSTM-00279,E,KOMATSU_930E_AHS,1,22.52,7.26,95.74,0.915,0.02,14.8,0.15,0,16.35,15.96,0
DSTM-00280,E,CAMIONETA_4x4,0,28.97,5.39,78.48,0.827,0.184,4.2,12.32,2,8.5,6.59,0
DSTM-00281,A,KOMATSU_930E_AHS,1,35.92,9.77,82.75,0.815,0.044,9.9,0.15,0,8.99,8.54,0
DSTM-00282,A,CAMIONETA_4x4,0,54.11,9.08,42.19,0.725,0.165,1.0,10.88,0,2.84,0.95,1
DSTM-00283,A,CAT_797F_MANUAL,0,37.61,9.5,49.0,0.583,0.196,7.9,2.77,1,4.49,2.39,1
DSTM-00284,A,CAT_797F_MANUAL,0,43.59,6.66,98.77,0.677,0.202,2.6,5.69,0,7.8,5.84,0
DSTM-00285,C,CAT_797F_MANUAL,0,31.7,10.44,17.85,0.762,0.194,10.6,6.68,2,2.08,0.05,1
DSTM-00286,B,PALA_PH_4100XPC,0,0.0,4.16,2.0,0.906,0.269,6.6,3.06,1,7.82,5.83,1
DSTM-00287,A,CAT_797F_MANUAL,0,46.66,9.84,72.75,0.637,0.236,11.3,5.64,0,5.93,3.8,1
DSTM-00288,B,CAT_797F_MANUAL,0,13.7,2.24,4.69,0.928,0.196,7.9,2.08,2,2.03,0.3,1
DSTM-00289,C,CAT_797F_MANUAL,0,28.3,5.6,30.21,0.97,0.304,8.1,0.69,2,3.22,1.2,1
DSTM-00290,A,KOMATSU_930E_AHS,1,37.15,10.37,74.57,0.723,0.077,8.2,0.15,0,7.09,6.59,0
DSTM-00291,D,CAT_797F_MANUAL,0,32.77,6.87,118.5,0.202,0.277,6.8,6.92,1,14.35,12.04,0
DSTM-00292,A,CAT_797F_MANUAL,0,42.08,7.85,40.64,0.771,0.143,1.3,1.11,1,3.56,1.7,1
DSTM-00293,E,CAMIONETA_4x4,0,22.12,4.07,43.83,0.919,0.237,4.8,9.05,1,6.35,4.58,0
DSTM-00294,A,KOMATSU_930E_AHS,1,37.71,11.46,48.94,0.801,0.02,15.5,0.15,0,4.36,3.91,1
DSTM-00295,D,CAT_797F_MANUAL,0,27.66,10.14,47.03,0.45,0.175,6.7,8.65,2,5.82,3.72,1
DSTM-00296,E,KOMATSU_930E_AHS,1,29.41,9.02,19.31,0.813,0.07,14.5,0.15,0,2.97,2.52,1
DSTM-00297,E,KOMATSU_930E_AHS,1,26.03,10.51,54.91,0.885,0.081,19.3,0.15,0,6.87,6.45,0
DSTM-00298,D,CAMIONETA_4x4,0,35.25,8.06,26.52,0.516,0.171,5.7,4.51,0,2.59,0.62,1
DSTM-00299,D,CAT_797F_MANUAL,0,34.83,5.01,8.32,0.525,0.264,9.6,3.17,2,1.05,-1.11,1
DSTM-00300,C,CAT_797F_MANUAL,0,29.21,6.66,19.26,0.876,0.326,11.0,2.75,8,2.39,0.43,1
DSTM-00301,D,CAMIONETA_4x4,0,34.59,7.59,111.43,0.381,0.121,11.0,2.63,0,11.24,9.45,0
DSTM-00302,A,CAT_797F_MANUAL,0,39.36,7.95,122.75,0.578,0.198,2.9,3.82,3,11.27,9.42,0
DSTM-00303,C,CAT_797F_MANUAL,0,31.84,3.97,26.63,0.803,0.324,11.5,9.3,1,3.2,1.11,1
DSTM-00304,C,CAT_797F_MANUAL,0,22.41,4.26,11.77,0.89,0.253,10.0,4.91,2,0.99,-0.87,1
DSTM-00305,E,KOMATSU_930E_AHS,1,35.26,11.72,82.88,0.751,0.056,12.2,0.15,0,8.79,8.32,0
DSTM-00306,C,CAT_797F_MANUAL,0,29.97,5.01,73.41,0.735,0.373,9.3,1.07,1,9.18,6.92,0
DSTM-00307,B,CAT_797F_MANUAL,0,14.18,2.43,20.04,0.803,0.154,5.7,0.87,2,5.56,3.77,1
DSTM-00308,C,CAT_797F_MANUAL,0,31.88,10.61,23.74,0.963,0.07,9.1,7.05,2,2.47,0.81,1
DSTM-00309,B,CAT_797F_MANUAL,0,21.64,3.58,10.66,0.964,0.24,5.6,5.38,0,1.19,-0.58,1
DSTM-00310,A,CAT_797F_MANUAL,0,40.31,8.91,43.65,0.544,0.275,6.3,1.72,2,3.77,1.61,1
DSTM-00311,C,CAT_797F_MANUAL,0,22.52,8.83,80.29,0.933,0.392,11.6,2.06,2,14.19,11.88,0
DSTM-00312,B,CAT_797F_MANUAL,0,15.81,3.24,200.0,0.955,0.067,7.3,0.52,1,45.12,43.63,0
DSTM-00313,A,CAT_797F_MANUAL,0,40.05,10.79,31.11,0.649,0.071,11.2,2.25,1,3.01,1.25,1
DSTM-00314,B,CAT_797F_MANUAL,0,17.13,5.68,3.55,0.926,0.147,10.3,2.37,2,1.16,-0.44,1
DSTM-00315,B,PALA_PH_4100XPC,0,4.53,3.19,24.63,0.925,0.079,1.8,5.3,2,29.64,28.08,0
DSTM-00316,B,CAT_797F_MANUAL,0,16.13,4.81,23.15,0.75,0.078,4.2,0.55,2,4.52,3.1,1
DSTM-00317,B,CAT_797F_MANUAL,0,12.24,2.96,49.28,0.97,0.427,9.8,8.6,2,15.78,13.54,0
DSTM-00318,D,CAT_797F_MANUAL,0,26.25,11.26,30.83,0.31,0.276,8.8,3.45,1,3.67,1.14,1
DSTM-00319,B,CAT_797F_MANUAL,0,20.02,6.34,9.37,0.792,0.105,6.5,1.54,1,1.22,-0.35,1
DSTM-00320,E,KOMATSU_930E_AHS,1,35.76,9.51,52.62,0.887,0.042,13.6,0.15,0,5.71,5.28,0
DSTM-00321,E,CAMIONETA_4x4,0,31.93,7.59,29.79,0.939,0.175,9.5,2.9,1,3.27,1.61,1
DSTM-00322,C,CAT_797F_MANUAL,0,35.14,12.13,12.22,0.903,0.165,11.4,0.97,2,1.42,-0.62,1
DSTM-00323,B,CAT_797F_MANUAL,0,16.11,2.13,28.4,0.848,0.247,7.6,2.32,2,6.06,4.09,0
DSTM-00324,C,KOMATSU_930E_AHS,1,30.6,12.39,21.68,0.853,0.047,9.1,0.15,0,2.58,2.16,1
DSTM-00325,D,CAT_797F_MANUAL,0,25.3,1.92,30.36,0.572,0.174,3.4,2.33,3,5.11,3.2,1
DSTM-00326,D,CAT_797F_MANUAL,0,20.46,3.8,34.66,0.288,0.064,11.5,9.61,1,5.4,3.74,1
DSTM-00327,D,CAT_797F_MANUAL,0,24.7,9.56,109.22,0.496,0.038,7.9,0.32,1,15.62,13.92,0
DSTM-00328,C,CAT_797F_MANUAL,0,30.75,10.12,6.06,0.841,0.08,9.1,2.13,1,1.1,-0.61,1
DSTM-00329,C,CAT_797F_MANUAL,0,23.72,12.21,43.09,0.73,0.224,12.0,4.81,2,7.36,5.14,0
DSTM-00330,B,PALA_PH_4100XPC,0,0.4,4.72,103.11,0.818,0.057,2.2,4.13,3,207.6,206.15,0
DSTM-00331,D,CAT_797F_MANUAL,0,30.7,14.33,84.9,0.361,0.27,4.6,2.16,2,10.25,7.59,0
DSTM-00332,A,CAMIONETA_4x4,0,46.66,10.72,69.52,0.597,0.036,5.9,4.19,1,5.28,3.4,1
DSTM-00333,D,KOMATSU_930E_AHS,1,32.27,10.48,35.58,0.228,0.021,20.6,0.15,0,4.12,3.38,1
DSTM-00334,E,KOMATSU_930E_AHS,1,32.34,10.42,67.54,1.0,0.056,11.7,0.15,0,7.66,7.31,0
DSTM-00335,A,CAT_797F_MANUAL,0,26.3,10.27,169.61,0.708,0.137,8.4,1.63,1,22.25,20.42,0
DSTM-00336,C,CAMIONETA_4x4,0,42.37,7.13,68.72,0.845,0.107,11.3,1.96,1,6.19,4.6,0
DSTM-00337,A,CAT_797F_MANUAL,0,42.48,13.41,7.64,0.885,0.127,8.8,3.56,2,0.97,-0.99,1
DSTM-00338,D,CAT_797F_MANUAL,0,36.34,6.11,67.72,0.438,0.257,9.7,1.9,1,6.68,4.7,0
DSTM-00339,A,CAT_797F_MANUAL,0,41.99,11.28,29.97,0.683,0.061,1.2,2.16,2,2.79,1.08,1
DSTM-00340,E,KOMATSU_930E_AHS,1,16.25,9.16,65.1,0.782,0.02,7.1,0.15,0,11.39,10.93,0
DSTM-00341,A,CAT_797F_MANUAL,0,43.04,10.28,14.01,0.664,0.059,10.3,8.65,2,1.48,-0.22,1
DSTM-00342,E,CAMIONETA_4x4,0,41.1,12.38,20.33,0.9,0.08,6.4,3.5,1,2.21,0.42,1
DSTM-00343,D,CAT_797F_MANUAL,0,41.23,7.72,15.54,0.472,0.049,8.0,4.48,1,1.42,-0.22,1
DSTM-00344,C,KOMATSU_930E_AHS,1,18.97,5.51,12.37,0.917,0.021,15.7,0.15,0,3.24,2.85,1
DSTM-00345,D,CAT_797F_MANUAL,0,42.4,14.68,44.66,0.55,0.089,11.2,2.03,1,3.97,1.95,1
DSTM-00346,D,CAT_797F_MANUAL,0,30.43,8.13,32.99,0.466,0.087,5.8,3.57,1,4.04,2.1,1
DSTM-00347,E,KOMATSU_930E_AHS,1,25.07,7.82,119.39,0.942,0.039,7.5,0.15,0,17.94,17.55,0
DSTM-00348,B,PALA_PH_4100XPC,0,1.03,4.66,29.89,0.795,0.096,2.4,1.62,3,57.63,56.07,0
DSTM-00349,C,CAT_797F_MANUAL,0,27.23,11.59,19.27,0.811,0.171,7.9,3.11,3,2.52,0.46,1
DSTM-00350,A,CAT_797F_MANUAL,0,33.72,15.2,61.41,0.834,0.118,6.4,1.49,4,6.83,4.77,0
DSTM-00351,C,CAT_797F_MANUAL,0,23.41,4.9,49.82,0.903,0.204,10.1,3.92,0,7.58,5.74,0
DSTM-00352,A,CAT_797F_MANUAL,0,43.85,9.97,188.11,0.571,0.237,2.4,1.96,0,15.37,13.24,0
DSTM-00353,C,CAT_797F_MANUAL,0,28.28,5.51,11.22,0.747,0.218,11.8,1.96,2,1.49,-0.19,1
DSTM-00354,C,KOMATSU_930E_AHS,1,26.89,14.52,65.01,0.818,0.027,12.8,0.15,0,9.62,9.2,0
DSTM-00355,C,CAT_797F_MANUAL,0,36.7,6.79,168.06,0.834,0.42,8.0,2.69,2,17.6,15.31,0
DSTM-00356,C,KOMATSU_930E_AHS,1,27.74,8.33,5.82,0.878,0.054,15.9,0.15,0,1.17,0.77,1
DSTM-00357,D,CAT_797F_MANUAL,0,41.52,9.48,13.29,0.453,0.064,1.5,1.95,1,1.52,-0.26,1
DSTM-00358,D,CAT_797F_MANUAL,0,22.42,3.76,20.26,0.52,0.049,9.1,3.41,0,4.14,2.54,1
DSTM-00359,C,CAMIONETA_4x4,0,38.58,13.17,76.54,0.82,0.371,8.4,6.12,2,7.22,4.6,0
DSTM-00360,C,CAT_797F_MANUAL,0,49.49,4.31,64.91,0.91,0.396,7.5,10.63,1,4.72,2.51,1
DSTM-00361,E,CAMIONETA_4x4,0,27.77,4.17,100.44,0.88,0.367,9.3,0.81,2,11.88,9.78,0
DSTM-00362,A,CAT_797F_MANUAL,0,47.68,10.97,10.67,0.778,0.1,6.2,1.57,1,1.05,-0.74,1
DSTM-00363,A,KOMATSU_930E_AHS,1,33.28,8.93,199.03,0.806,0.082,19.8,0.15,0,22.42,21.97,0
DSTM-00364,A,CAT_797F_MANUAL,0,41.68,7.84,52.63,0.654,0.191,8.8,3.96,3,4.72,2.77,1
DSTM-00365,D,CAT_797F_MANUAL,0,47.18,11.92,17.69,0.321,0.106,4.0,3.73,2,1.7,-0.35,1
DSTM-00366,B,CAT_797F_MANUAL,0,11.25,2.16,109.46,0.754,0.036,2.6,0.85,0,37.77,36.36,0
DSTM-00367,D,CAMIONETA_4x4,0,36.54,6.3,20.13,0.507,0.141,5.2,1.06,0,1.99,0.24,1
DSTM-00368,D,CAT_797F_MANUAL,0,34.14,4.71,9.67,0.167,0.025,3.5,2.96,1,1.35,-0.41,1
DSTM-00369,B,CAT_797F_MANUAL,0,19.94,3.72,8.71,0.842,0.256,6.4,3.62,5,2.71,0.89,1
DSTM-00370,E,KOMATSU_930E_AHS,1,28.59,9.49,51.14,0.759,0.058,14.7,0.15,0,6.92,6.45,0
DSTM-00371,D,CAT_797F_MANUAL,0,18.02,8.05,44.24,0.511,0.198,6.6,3.22,1,7.15,5.24,0
DSTM-00372,B,CAT_797F_MANUAL,0,9.41,2.3,40.0,0.966,0.264,9.6,1.92,1,15.17,13.28,0
DSTM-00373,B,CAT_797F_MANUAL,0,15.83,5.68,8.33,0.794,0.14,1.5,6.0,0,1.77,0.11,1
DSTM-00374,B,CAT_797F_MANUAL,0,21.02,4.8,9.1,0.871,0.111,8.2,0.71,1,1.62,0.05,1
DSTM-00375,A,CAT_797F_MANUAL,0,45.93,10.89,52.04,0.606,0.176,9.6,2.26,2,4.18,2.08,1
DSTM-00376,A,CAMIONETA_4x4,0,46.13,11.7,26.56,0.762,0.178,5.9,5.81,1,1.68,-0.51,1
DSTM-00377,E,KOMATSU_930E_AHS,1,27.85,5.02,24.7,0.958,0.046,9.7,0.15,0,4.21,3.84,1
DSTM-00378,B,CAT_797F_MANUAL,0,16.63,2.54,40.0,0.807,0.078,7.4,3.45,0,8.87,7.36,0
DSTM-00379,B,CAT_797F_MANUAL,0,10.14,3.17,4.65,0.892,0.148,7.9,1.12,2,1.95,0.31,1
DSTM-00380,D,CAT_797F_MANUAL,0,44.83,9.95,15.67,0.511,0.137,1.1,2.55,5,1.3,-0.72,1
DSTM-00381,C,CAT_797F_MANUAL,0,22.13,8.26,115.92,0.97,0.197,8.0,2.85,0,19.35,17.55,0
DSTM-00382,E,KOMATSU_930E_AHS,1,26.82,4.05,12.44,0.725,0.047,21.4,0.15,0,1.61,1.15,1
DSTM-00383,D,CAT_797F_MANUAL,0,35.26,11.28,8.24,0.262,0.044,6.3,9.14,1,0.73,-1.33,1
DSTM-00384,C,CAMIONETA_4x4,0,42.65,9.09,46.49,0.957,0.349,10.1,3.05,2,4.53,2.3,1
DSTM-00385,B,CAT_797F_MANUAL,0,12.84,5.82,51.62,0.863,0.328,5.7,1.08,1,13.89,11.86,0
DSTM-00386,E,CAMIONETA_4x4,0,36.5,8.4,23.3,0.855,0.089,11.3,0.98,0,1.96,0.48,1
DSTM-00387,D,KOMATSU_930E_AHS,1,18.88,6.12,14.3,0.309,0.028,0.8,0.15,0,2.96,2.26,1
DSTM-00388,E,CAMIONETA_4x4,0,40.09,9.75,52.97,0.902,0.02,4.6,0.05,1,3.97,2.46,1
DSTM-00389,A,CAT_797F_MANUAL,0,42.34,4.1,40.76,0.752,0.289,2.6,4.11,0,3.39,1.42,1
DSTM-00390,E,KOMATSU_930E_AHS,1,19.85,8.52,8.62,0.813,0.06,22.5,0.15,0,2.61,2.16,1
DSTM-00391,C,CAT_797F_MANUAL,0,34.97,9.32,19.07,0.925,0.279,8.5,3.32,0,2.36,0.24,1
DSTM-00392,A,CAMIONETA_4x4,0,51.39,7.35,116.53,0.762,0.108,7.5,2.29,0,8.09,6.45,0
DSTM-00393,C,CAT_797F_MANUAL,0,25.13,4.14,14.76,0.898,0.346,10.6,2.52,0,2.53,0.4,1
DSTM-00394,D,CAT_797F_MANUAL,0,33.12,16.61,70.59,0.54,0.061,10.7,2.51,1,8.18,6.1,0
DSTM-00395,A,CAT_797F_MANUAL,0,42.3,11.19,194.25,0.652,0.032,8.5,2.52,0,16.79,15.05,0
DSTM-00396,C,CAMIONETA_4x4,0,36.26,6.82,43.86,0.947,0.186,8.2,3.75,1,4.3,2.51,1
DSTM-00397,D,CAMIONETA_4x4,0,39.56,3.44,141.35,0.523,0.02,4.4,5.23,1,13.1,11.54,0
DSTM-00398,B,CAT_797F_MANUAL,0,22.4,6.96,6.79,0.854,0.143,1.8,1.25,0,0.78,-0.9,1
DSTM-00399,C,CAT_797F_MANUAL,0,28.3,9.37,92.15,0.791,0.167,11.3,3.93,2,11.76,9.88,0
DSTM-00400,B,CAT_797F_MANUAL,0,15.55,4.57,24.9,0.759,0.06,5.4,1.27,1,6.55,5.02,0
DSTM-00401,B,CAT_797F_MANUAL,0,19.05,6.61,13.68,0.955,0.261,4.9,3.69,4,2.21,0.42,1
DSTM-00402,E,KOMATSU_930E_AHS,1,30.06,7.28,33.23,0.814,0.02,16.6,0.15,0,3.66,3.21,1
DSTM-00403,D,CAT_797F_MANUAL,0,24.66,8.87,67.82,0.536,0.088,1.9,5.39,0,9.44,7.6,0
DSTM-00404,A,CAT_797F_MANUAL,0,46.54,15.43,28.19,0.639,0.161,7.6,2.54,2,1.92,-0.19,1
DSTM-00405,E,CAMIONETA_4x4,0,44.43,8.13,20.25,0.846,0.063,6.9,0.91,1,1.87,0.31,1
DSTM-00406,E,KOMATSU_930E_AHS,1,32.42,10.12,109.26,0.925,0.05,17.1,0.15,0,11.92,11.53,0
DSTM-00407,B,PALA_PH_4100XPC,0,2.71,2.51,3.8,0.779,0.319,3.9,3.98,1,9.57,7.54,1
DSTM-00408,D,CAT_797F_MANUAL,0,30.4,10.99,7.28,0.334,0.037,5.1,3.93,4,0.62,-1.25,1
DSTM-00409,A,CAT_797F_MANUAL,0,42.33,10.76,56.94,0.822,0.275,4.2,5.0,2,5.62,3.45,1
DSTM-00410,E,CAMIONETA_4x4,0,27.06,5.87,16.87,0.817,0.075,11.3,2.28,2,2.41,0.88,1
DSTM-00411,D,CAT_797F_MANUAL,0,31.05,8.48,98.51,0.271,0.247,1.6,4.6,3,10.95,8.64,0
DSTM-00412,D,CAT_797F_MANUAL,0,27.44,10.57,149.73,0.422,0.075,1.3,0.51,4,20.43,18.47,0
DSTM-00413,A,CAMIONETA_4x4,0,49.7,13.57,11.25,0.617,0.035,3.0,0.88,2,0.89,-1.0,1
DSTM-00414,E,KOMATSU_930E_AHS,1,32.98,7.89,118.96,0.958,0.059,7.8,0.15,0,12.97,12.61,0
DSTM-00415,A,KOMATSU_930E_AHS,1,32.96,5.91,2.0,0.762,0.098,9.7,0.15,0,0.97,0.53,1
DSTM-00416,A,KOMATSU_930E_AHS,1,32.1,11.17,90.49,0.776,0.036,6.7,0.15,0,9.36,8.9,0
DSTM-00417,A,CAT_797F_MANUAL,0,36.72,7.46,12.06,0.712,0.465,9.6,2.83,1,1.47,-1.02,1
DSTM-00418,D,CAT_797F_MANUAL,0,26.4,9.95,73.4,0.53,0.167,8.6,4.35,1,8.91,6.95,0
DSTM-00419,A,CAT_797F_MANUAL,0,42.85,11.7,11.67,0.774,0.122,2.5,4.39,4,0.92,-1.01,1
DSTM-00420,E,KOMATSU_930E_AHS,1,28.74,7.71,145.71,1.0,0.051,4.1,0.15,0,17.82,17.46,0
DSTM-00421,D,CAT_797F_MANUAL,0,22.24,10.42,9.68,0.462,0.062,1.2,2.82,2,2.27,0.45,1
DSTM-00422,A,CAT_797F_MANUAL,0,43.36,8.05,13.27,0.621,0.03,2.2,1.99,1,0.95,-0.71,1
